522	22	19	3
523	22	20	3
524	22	20	2
525	22	21	2
526	22	21	1
527	22	22	1
528	22	22	0
529	23	0	23
530	23	1	23
531	23	1	22
532	23	2	22
533	23	2	21
534	23	3	21
535	23	3	20
536	23	4	20
537	23	4	19
538	23	5	19
539	23	5	18
540	23	6	18
541	23	6	17
542	23	7	17
543	23	7	16
544	23	8	16
545	23	8	15
546	23	9	15
547	23	9	14
548	23	10	14
549	23	10	13
550	23	11	13
551	23	11	12
552	23	12	12
553	23	12	11
554	23	13	11
555	23	13	10
556	23	14	10
557	23	14	9
558	23	15	9
559	23	15	8
560	23	16	8
561	23	16	7
562	23	17	7
563	23	17	6
564	23	18	6
565	23	18	5
566	23	19	5
567	23	19	4
568	23	20	4
569	23	20	3
570	23	21	3
571	23	21	2
572	23	22	2
573	23	22	1
574	23	23	1
575	23	23	0
576	24	0	24
577	24	1	24
578	24	1	23
579	24	2	23
580	24	2	22
581	24	3	22
582	24	3	21
583	24	4	21
584	24	4	20
585	24	5	20
586	24	5	19
587	24	6	19
588	24	6	18
589	24	7	18
590	24	7	17
591	24	8	17
592	24	8	16
593	24	9	16
594	24	9	15
595	24	10	15
596	24	10	14
597	24	11	14
598	24	11	13
599	24	12	13
600	24	12	12
601	24	13	12
602	24	13	11
603	24	14	11
604	24	14	10
605	24	15	10
606	24	15	9
607	24	16	9
608	24	16	8
609	24	17	8
610	24	17	7
611	24	18	7
612	24	18	6
613	24	19	6
614	24	19	5
615	24	20	5
616	24	20	4
617	24	21	4
618	24	21	3
619	24	22	3
620	24	22	2
621	24	23	2
622	24	23	1
623	24	24	1
624	24	24	0
625	25	0	25
626	25	1	25
627	25	1	24
628	25	2	24
629	25	2	23
630	25	3	23
631	25	3	22
632	25	4	22
633	25	4	21
634	25	5	21
635	25	5	20
636	25	6	20
637	25	6	19
638	25	7	19
639	25	7	18
640	25	8	18
641	25	8	17
642	25	9	17
643	25	9	16
644	25	10	16
645	25	10	15
646	25	11	15
647	25	11	14
648	25	12	14
649	25	12	13
650	25	13	13
651	25	13	12
652	25	14	12
653	25	14	11
654	25	15	11
655	25	15	10
656	25	16	10
657	25	16	9
658	25	17	9
659	25	17	8
660	25	18	8
661	25	18	7
662	25	19	7
663	25	19	6
664	25	20	6
665	25	20	5
666	25	21	5
667	25	21	4
668	25	22	4
669	25	22	3
670	25	23	3
671	25	23	2
672	25	24	2
673	25	24	1
674	25	25	1
675	25	25	0
